review,trueL,preL
反正我骚啊,1,1
东东真的不错，价格还不贵，那款蓝色的珠珠后面竟然是铆钉的，大赞,0,0
以后就认准这家了,0,0
想等着用一下之后再评价，不知道一直再发短信提醒我评价是什么意思,0,0
小孩子特别喜欢，质量也好看，跟少女心,0,0
中国已出現这种情况/鼓吹美多好多好說日多先进看不到祖国日新月异赴日买回国产货沾沾自喜的汉奸们多是上过大学的!,1,1
老公很喜欢的,0,0
买了25个，好几个坏的，果然是一分钱货，而且物流还慢,0,0
买给朋友的她很喜欢.质量也很好.下次还会再来.,0,0
5.宝贝质量不错，6.货到了，比图片上看到的好多了3q，7.真是一个好卖家,0,0
橡皮圈裂了一块很不高兴,0,0
玉米老到啃都啃不动，正经的老玉米，而且一点甜味都没有，奇了怪了，有那么多好评，上当了，用指甲掐都掐不进去，刷屏��你懂的，果断扔掉��差评，如果有比差评更坏的选项我肯定要选,0,0
尼桑的标你喊汉兰达，你刹比吧？,1,1
穿着大衣去抢劫?老三你眼瞎吧，我什么关心你了，博士很了不起，博士就能随便黑别人，说别人假唱，那你唱啊，比我老那么多，还有脸在这里欺负我，我也是醉了,1,1
味道一如既往，好好味ヾ，^_^♪味道一如既往，^_^♪,0,0
包装比较严实，还没试漏不漏水,0,0
回购的还不错,0,0
死回来干什么,1,1
有时候觉得自己像个申精冰。既纠结了自己，又打扰了别人。控制好自己的心情，生活才会处处祥和。心情，虽不是人生的全部，却能左右...,1,0
你身边有圣母表和直男癌吗,1,1
买来去参加闺蜜婚礼的,0,0
这个是重楼吗，大家帮我看看吧,0,1
衣服太好看了，宝贝穿上也很漂亮，价钱又不贵,0,0
棒棒用着太爽了感觉身体都被掏空了，要好好补身体啦，我扫码查询了是正品，发货物流飞一般的,0,0
就逼逼怎样，辣鸡,1,1
三个月50万，擦泥嘛,1,1
太漂亮了，是皮料的，蝴蝶结装饰漂亮，显得俏皮可爱,0,0
不好吃，感觉像陈米,0,0
价钱也很实惠,0,0
我买了两次了，贴膜很简单,0,0
穿着舒适又透气，颜色也很显肤色白皙，以后会继续回购,0,0
啥也不用说了,0,0
充值到账速度快,0,0
管你屁事,1,1
太满意了，准备再买一件蓝色的给男朋友穿,0,0
修身，l对我刚好,0,0
好的，娃上学时贴到被子上,0,0
比去外面人家帮贴要好，又实惠，送了很多东西，就是那透明手机壳没啥用，建议卖家还是把它撤了,0,0
用了一段时间才评论的简单大方,0,0
鞋子脚底穿着很粘脚，不好穿,0,0
是从牛逼，投诉你，给你一鸭屁股，越来越差，投诉vv，,1,1
泳衣收到了质量很好做工细致非常满意,0,0
逤，缺，,1,1
打开后有点失望，很多小脏东西,0,0
短裤高腰，有弹性，买了四条，商家推荐的尺码是准确的,0,0
买来一看好几张烂的,0,0
这个伣人名字起的好。,1,1
【红包】你的制杖系男友想你们了,1,1
季节还没到，但实在是喜欢，就趁早下手了，平时喜欢宽松的衣服，这件很棒，已经试洗了，完全不掉色,0,0
无论外观还是功能都很不错，功率也挺大，售后服务态度很好,0,0
凉快，不粘身，时尚,0,0
妈了个鸡，谁以后在皮干，耆子弄愢谁。,1,1
一个书角有点折痕所以变形,0,0
将就吧,0,0
曹您全家女人,1,1
公司养这么多人干什么吃的？吗比连个域名都保护不了，改沙,1,1
物流很快就到了，鞋子皮质很软，鞋底舒适,0,0
很棒的花束礼盒，包装很美，棒棒棉花糖味道也很不错，感觉当礼物送人也很不错,0,0
以前在淘宝上买东西，都是系统自动好评，花了有好多钱，后来才知道淘宝评价涨积分可以兑换值时，才知道评论的重要性，所以以后无论买什么东西，我都先把这段话复制粘贴下来，然后再写宝贝评论，没错，评80个字以上就可以获得5积分，哈,0,0
平时不上班穿着休闲一点，衣服挺舒服的好评,0,0
用了一次，客服小姐姐态度非常好，洗的也非常干净，不得不说快递是真快,0,0
你就是一个啥比,1,1
真的超级细腻,0,0
包装还可以，带起来挺好看的，买了个绿色发现带在头上还挺好看的��,0,0
有点不够尺寸还好只是凉席不是床单，洗了不怎么缩水，睡起来还是挺舒服的，除了边角车线有点小粗糙大致没毛病，喜欢完全可以放心买，不影响睡觉，反正是垫的不怎么看到颜色，只要舒服最重要,0,0
这个锅真的使用感很好，不粘锅，导热很快，所以油热的快饭熟的也快，做出来的饭很香，没有很大油烟，也很好清洗，总之这么便宜买到好的锅，真的很划算了,0,0
正品你妹啊！良心被狗吃,1,1
还没红就过气的主播又不要月佥的直播啦,1,1
@大傻资操nima大傻资,1,1
找的什么物流合作，早上9点才开门，我根本没有时间能对上快递的上班，另外最主要的一个就是，这胸牌要自己用电脑下载软件然后设置，我早就不玩电脑了，找别人去帮忙安装设置，都嫌麻烦不给帮忙，出钱都不干，别家都是免费定制的，建议各位买的时候一定要买定制的，不然不要买，很麻烦的,0,0
苹果的脑椮粉先死个表子妈助助兴哈哈,1,1
山炮你玛NCZ全家烂菊花,1,1
excelent，quality，fast，delivery，ikea，tracks，compatible，i，will，buy，again,0,0
预定的时候价格高了，怕砍单，结果多出来一堆，有点上当,0,0
味道不是我喜欢的那种，但也还能接受，感觉不好吸收，前一天晚上抹的第二洗澡腿还是滑滑的，希望用完这瓶真的能变白qwq,0,0
你个苟日德，你的妈是狗。,1,1
好漂亮，搭小西装的，白菜价,0,0
买了红色和金色两个，不懂为什么价格会不一样，实物是一模一样大的，酒柜摆一个，书桌上摆一个,0,0
原来不是透明胶上面有胡萝卜，而是最里面的一层有��️,0,0
上色效果也不错,0,0
狗。逼,1,1
面料挺硬的，不像棉的，不过无所谓了,0,0
暂时用来拔自己手上较长的汗毛，很管用的，做工厚道实在，比较厚，手感沉重,0,0
比较实惠，收到货马上又买了一份，孩子们都挺喜欢吃的，以后会经常买的,0,0
洗了发现袖子裂开了一道缝,0,0
特意试过了才来评价的，吸力强大，线也够长,0,0
15年夏天的时候就买过一条裤子，一直还在穿，没有破也旧，这个价格很良心了，裤子质量真心不错,0,0
穿上之后显脚小，还显高，尺码也很合适,0,0
也可以带出去，就是有点掉头发，容易乱，不过值得购买,0,0
用着暂时还行，可惜批头不带磁性,0,0
还不错的样子,0,0
我家猫还是有点排斥，老想跟梳子玩，不想梳毛，梳子本身很好，没毛病,0,0
锅很好，家里锅具都买了这个knd牌子的，快递也给力很快，店家服务不错，下次有需要还会光顾的，希望下次给优惠啊,0,0
电视很不错，爸妈很喜欢，点亮十五颗星~,0,0
郑州，天天跟武汉挣中部老大，除了吹牛，啥也不是。,1,1
滚你爸爸,1,1
座套还不错质量很好，30多度高温几乎也没味道，物流速度非常快，已经推荐给车友群,0,0
三天就到了，裤子很喜欢,0,0
nikol~夜星⭐��诅咒你全家今年死绝，并且补得枵腮,1,1
安装也挺简单的,0,0
冯逼盗号的狗腿子,1,1
good，quality,0,0
表砸店铺老板俩元给你买墓地赶快,1,1
虐*#你*妈*%逼！去*%si%！你*#家*祖*坟*被#挖了！你*妈*si*了！！,1,1
相当不好了，对不起这个价格，特别不好,0,0
刚约完炮拍的吧，把你那逼脸露出来呀,1,1
还挺便宜的，快递哥发货都挺快的,0,0
就是满意，想交多少,0,0
啥比狗滚,1,1
现在买划算，质量也不错晚两天凉了刚好穿,0,0
牙膏不错，送的牙刷太令人失望了，牙刷那么小大人可以用吗，小孩子用都说太小了,0,0
睡衣收到了，“绿豆”客服，回复及时,0,0
鞋质量很好，很合脚，妈妈很喜欢哦,0,0
吃着吃着翻出一条好大的虫子恶心死我了能把菜洗干净点吗？,1,1
衣服穿起来很有气质，小清新，尤其是上衣最喜欢，整体穿身上很修身,0,0
已经购买很多次了，自己用，帮朋友买，圆通快递腊鸡的要牭，到配送网点，压货三天才送，快递坑死，建议老板别发圆通,0,0
买来送朋友的，朋友说很喜欢,0,0
很好的挺实用的,0,0
又一个马加爵！这个人以后出来还是会危害社会！,1,1
挂各类小饰品，每天换着戴的，拿起来很方便,0,0
昨天下午到的就用上了，用了这个方便多了,0,0
[哭泣][哭泣][哭泣][哭泣][哭泣][哭泣][哭泣][哭泣][哭泣][哭泣][哭泣]心里不爽，擦！情人节，唉！我...,1,1
写起来洇墨,0,0
大家不要上当了，“同款微xin--3169886698”这让加他微信说他家有我要的鞋，结果钱给他打过去立马把我拉黑。我问候你全家，你们全家都被车撞死，臭啥比，骗子！,1,1
买很好次了，一次十几件，质优价廉,0,0
小编我捅死你个狗曰的，无知的，犯舰的蠢逼，不会做就滚蛋，别老发些没用的伤害我们这群宝宝。,1,1
经常买他家的东西，小东西便宜还实用,0,0
有点味道，还有点褪色，但是，洗衣液洗下后，没有味道了，还有，多洗几次后没有褪色了，164高，147重，不贴身也不怎么宽松就是了,0,0
滚，你这个舰比你快失去我了,1,1
嗯应该正的8,0,0
一个字差，个膜多多洞，个壳个洞小，懒得退,0,0
不好，好多胀气的，也不知道能不能吃了，太失望了,0,0
老板服务态度特别好物流也很快，还推荐给了同事，她也买了,0,0
【叮子户】说谁是狗雨早早早,1,1
我呸我呸去nima的，有你这样和你爸爸说话的吗,1,1
狗儿子，死去你,1,1
耆子同行花2500____来黑你，操nima，能不能换个词。,1,1
用王朔的一的名言做评论:“我是流氓，我怕谁？”！真是死猪不怕开水烫了！,1,1
卖家的百合籽一直很好，全家喜欢吃,0,0
薄款适合夏天,0,0
一般般不怎么好用,0,0
就是我家有只狗吃了有点大便干燥,0,0
服务态度很差,0,0
干爽透气，下次还来买这个,0,0
回家曰你女儿和nima会更爽的哈哈哈哈大啥比,1,1
面料很不错,0,0
动漫图片，我儿子好喜欢，谢谢亲的推荐,0,0
而且非常自然，一点都不假白,0,0
这个活动的礼包我感觉非常的好，礼包里的三个东西对车子都非常实用，大家可以多看看这个宝贝,0,0
好看，戴上去就是仙女本仙了，皮肤白的妹子选这个没错的，而且发质不错,0,0
以前买过的，挺耐磨的，用个几年没有问题,0,0
还没开封，看着挺精致的，对得起这个价位,0,0
电子烟做工非常的好~漂亮~不像便宜货:产品值得入手真的是好东西，~抽起来很舒服，~~,0,0
发货快晚上下单的隔天早上被叫醒送到了，包装无破损,0,0
单身狗，单身狗，汪汪一声不回头。,1,1
已经是第二次回购了，朋友用了都说效果很好，下次还会再购买,0,0
操它码币骗耆子好评，耳机差到死用了两天就坏了，买了就是浪费钱，,1,0
辛亏听这位随志老师的话，规避了这些腊鸡，也通过他的思路抓到了中交地产，他工众耗就是：随志解股,1,1
绝对不是正品，质量差得很,0,0
宝贝收到.跟同学们一起拍的.拍很多个非常的实惠，手机壳款式非常的的多，款式又好看，夜光超级的不错，我和我的同学们都非常满意，给客服姐姐好评喔，么么哒,0,0
注意⚠️，前方鸡飞狗跳，依旧煞比,1,1
你她妈老史了,1,1
面包口感不错，很对我口味，同事介绍吃，不敢多买，担心长胖,0,0
嗨歌5分钟制杖2小时。,1,1
阁下真是脸皮厚得可以防原子dang，对于牲畜我不需要留口德！,1,0
谢谢小姐姐耐心的和我沟通,0,0
充了两天以后速度就慢了，跟普通充电器一样，没有金色⚡快速充电标识，有点失望跟原装还是不一样，没有那么快,0,0
嗯.刷子感觉质量么也就一般般了涂起来有点卡色也没有很顺滑不会再来买就对了,0,0
很好喝，是真的柠檬和柚子,0,0
二鬼子配合的真好,1,0
质量真的挺好的，就是买错了颜色��不过还是很喜欢，穿着宽松的,0,0
��闹闹��对呀，只会学你叫：你坨石马谁啊，还去点评别人，先把你自己点评好叭！只会学狗叫！,1,1
雷军：来来来，这一群逤x猴，比耍狗好玩多了，真是要多舰有多剑，哈哈哈，好玩，真好玩。抢不到的逤x猴们：要抢，继续抢，抢不到不罢休，小米好，小米妙，小米呱呱叫，给雷帮主舔腚都要买，我要一辈子做个剑猴。,1,1
难道我是第三者？他码的他不喜欢她的时候，我闺蜜还在跟另外一个男生玩的欢？！,1,1
黑色看起来很大气，上档次,0,0
恕我直言，.有点难吃,0,0
蔡母猪疯了，那逤样蔡洁生的小老婆,1,1
苏雨枫是你骂的起的吗？嗯？你跟我哥讲道理？啊呸，我宠着的苏雨枫让你一个剑人来指指点点？你是谁啊.你告诉我废物是不是你啊.你...,1,1
鞋底都是脏的，鞋子中间还有裂痕，真的是差，差，差啊，非常差的购物体验,0,0
很棒，一点都没耽误，也是更新到最新了,0,0
差，反正东西都一般，很容易被损坏的样子，镜子买来就坏了，上不起，买的衣架还帮我发错货了,0,0
容易吸收，不油腻，清爽,0,0
还是挺不错的，嘿嘿喜欢,0,0
店家还多送了三个，真开心，这个用来做地推，如果效果好,0,0
每到停盘日，这个牛逼吹的啊，真是各种牛逼各种吹，好像一开盘就要做火箭飞出去一样，开盘都成狗熊了。,1,1
每年都好多啥比愿意上当,1,0
裤子收到了非常满意，喜欢的朋友千万不要错过,0,0
内裤不错，属于滑滑的料子，还送的袜子,0,0
说好给我备注弯毛，结果邮过来是直毛,0,0
柜子收到了，跟想象的一样好，细节处理的很好，料子应该也是很环保的，柜子储存空间很多，以后小东西有的放了，回复耐心细致,0,0
书是不错的，就是当时分两次寄发的，搞不清楚是啥状况,0,0
噪音太大受不了，就算全部加满冰块，也没有什么制冷效果，200多块钱不如买个风扇好了，风比这个大，现在丢在房间角落没用它了，谁要，我80块钱转卖,0,0
你坨石马逤b狗！小米了rnn！天天刷屏,1,1
真的第一次这么生气，以前我也买过这种，但是换一家，才用一次，珠子上面的漆就脱了好多，配上按摩霜什么的那些漆片就黏在腿上，腿部皮肤还很痒，失望透顶,0,0
衣服真是太漂亮了，好喜欢，又便宜，和实体店差不多，真划算，还想多挑两件呢现,0,0
质量包装严实很好，没有色差做工不错，料子结实防潮防风，味道不大，里面空间还是挺大的，撑开收起都很方便,0,0
商家客服人员服务好,0,0
爷爷的穿正好,0,0
纯棉的，码数也可以穿的下，附图参考,0,0
从来没用过这么差的，粘不好，还不灵敏,0,0
看起来还不错����,0,0
音质清晰没杂音,0,0
做工色泽很好,0,0
好评吧，样子款式特别喜欢，裤子穿着感觉满凉快的，就是上衣有点儿不太透气，出汗粘身，希望厂家质量再提高些，毕竟价位在这呢,0,0
就是杯盖有点黄,0,0
和我用的是一样,0,0
宋楚瑜乃机会主义的投机政治骗子，其灵魂极其丑醜，是一名猪狗不如的政治流氓！,1,1
很好好看,0,0
穿着舒适不磨脚,0,0
你可能不知道说自己是小仙女的女生一般申精冰,1,0
大啥比！,1,1
我觉得很好看质量也不错还没穿呐啊呀吼嘿哇啦我颜色很正的哎我很满意啊不知道会不会气球啊哇现在穿有一小点点厚会热,0,0
渣渣，几块钱的东西都不如，就是一个腊鸡，想买的不要买了，多的不说，看图,0,0
很薄，容易烂掉，就如一张纸,0,0
真尼m逤b,1,1
买来两天就坏了，而且做工还粗糙，退换了好几次,0,0
上次买过一次了,0,0
腻码的米五都产能跟不上！有他吗整这个！去史吧,1,0
一个星期不回信息问候你全家女性,1,1
充值很快到账,0,0
鞋子质量真的不错，鞋垫厚，鞋底舒服,0,0
力气大，耐用，推荐专业水电工买,0,0
全球联手，让人渣无处可逃。,1,1
不怎么值这个价吧,0,0
终于醒了，申精冰，上微信,1,0
西装很合身,0,0
以后长期合作,0,0
虽然……好,0,0
连畜生不如的东西，留着有何用处，只能祸害社会！,1,1
颜色我也喜欢,0,0
衣服昨天到了，打开很失望，备注了喜欢浅色的衣服，却是一件黑色，一件大红色，的确很失望，领口大到肚脐那里，也太时尚了吧，反正价格不贵，就扔了吧，以后不会再要这样的福袋了，还没有吊牌,0,0
莪糟莪糟这次不算！,1,0
衣服很漂亮很喜欢物流也很快,0,0
这才是真正的糖衣炮弹，要毁掉多少孩子的青春。MLGB，什么都弄[打脸][打脸],1,1
?闹闹?闹闹也是你个畜生叫的？哈哈，骂不赢直接叫嘛，何必呢?,1,1
主要是出去跑步可以不用拿着手机了，有个隔层，可以放点钱和拆下来的钥匙，有钥匙环圈在一起的不能够放进去，因为隔层空间太薄，塞不进去，并不真的在外面就可以触控操作手机，反正我是划拉半天都没反应，是不是因为我身上静电太少，或者手上出汗太多,0,0
设备做的再好有_用，沱码旗舰店一群煞比队友坑不死你。,1,1
干到死，真的再也不会买这么便宜的口红啦，用过tf真的，就算试一试这些，也觉得很鸡肋，结果我还一冲动买了三个颜色.,0,0
骗子，出门叫车撞死，#,1,1
价格也很划算,0,0
我喜欢的味道,0,0
啥比，敢秀你狗照！擦泥马,1,1
辅食机收到了，值得10天的等待，不愧是大品牌，搅拌杯杯体材质好，以前也流览过这个品牌的辅食机，鉴于价格偏高没下手，这次搞活动果断下单了,0,0
坏了一个，但是客服态度很好，退钱了，因为再发货也麻烦,0,0
好多东西没多大用处啊,0,0
刷屏全家四咣咣,1,1
买家很用心的把保存方法写在了纸条上，花生不错，挺新鲜的，买来煮水喝，棒～会回购～,0,0
摸起来穿都挺舒服的,0,0
不好看，布料也不好,0,0
挺好看，就是有点搁脚,0,0
穿了以后再来追评,0,0
初为人母，有好多不擅长的东西，不过看着宝宝美美吃奶的样子，心里眼里满满都是爱，大爱这个奶嘴,0,0
态度也差，总之就是差,0,0
买太粗了，完全夹不断……挺好的，后面无视吧……在乎自己什么都会得到更重要吗过就可以做坚强这种事情一定不会改变，不会吧……这种事情一定得解决办法让别人做自己的太难处理方法有一项调查报告，一样都有好收获我们见过最好吃不上火还是长痘容易么……东西分享出来玩了一下发现的好开心了，不想吃的就是这个意思样吧……,0,0
但是却很少评价，以至于错失了增，淘宝购物多年，以后每次评价都会带上这，长经验的机会，于是乎，相信我面包会有的，经验，段话，也会有的，我觉，得这件商品使用起来还行吧，能看到这句话就说明，商品的质量还可以，不做大力表扬，也不会大力批，评，总而言之，与此件商品相遇也是一种缘分，如，果质量没问题是不会给差评的，如果使用起来没有，大问题，也不会给追评的,0,0
不确定的事就不要放屁了！影响心情,1,1
店主发货速度很快，小宝贝玩具收到了，非常喜欢很满意，以后玩具就在你家玩了,0,0
你脑椮吗这面膜啊,1,1
这是总统说的话？简直是头蠢猪！,1,1
您从小吃腊鸡长大的？？？不符合您的胃口也不至于这么说吧？现在的人都挺有素质的，祝您生活愉快！，,1,0
初夏??撕全家,1,1
对的起这个价格，喜欢��，接下来请忽略下面的内容好呼呵呵哈哈还好哈火锅古古怪怪滚反反复复凤飞飞方法刚刚发的是撒更丰富服服帖帖人的娃娃救爷爷呃呃,0,0
猪脚贼几把难吃牛肉贼几把好吃,1,1
买的洗一次就大的不行我又花钱修腰了，料子一般,0,0
你也怪可怜的，刚刚si了全家，又刚刚被lunjian，现在好不容易想嘲笑别人一下，却还要被我们骂！你缺钱你早说啊，哥哥姐姐们给你，真的不用出去卖的！,1,1
台独巳亡,1,1
真腻码丑,1,0
老詹真是个刷子，最后一节居然刷了23分？真是自私！你就不能像隔壁威少那么无私多刷一个三双？[泪奔][泪奔][泪奔],1,1
很结实，总体十分满意，挺结实，还能拆洗，还是给它披了个围布，很幸运选择了你,0,0
更换了马上就能用了,0,0
不好，不能穿,0,0
非常不错的一次购物,0,0
活动价买的的,0,0
如还有需要，会再来,0,0
这是让我自己拼,0,0
客服满意,0,0
你寻思今天要牭啊，没看见她们都跑路了啊？你坨石马b装什么英雄呢，可怜虫,1,1
质量是真心差，穿了一会儿就起球了，我扔了，但我觉得这个价格也不算低，还不如去拼多多买，质量虽然很差，但是会便宜些,0,0
卫衣收到了，没有让人失望，穿上大小也很合适，料子摸起来很舒服，天气凉一点就可以穿了,0,0
不想说了，不是拌饭吗，咋变了，啥子饭？简直恶心,1,1
弹力适中，图案好看，色差不明显,0,0
有点上瘾，两天绣完，就是针粗扎的手疼,0,0
密封良好，包装袋也不错，第一印象很好,0,0
用了一段时间，我感觉不错，虽然不可避免的出现问题,0,0
爱护凯主播啊！还记得你跟我说过你玛当了一辈子小姐给你攒下点钱，给你当嫁妆吗？你玛不容易啊，这么老了还出去卖b！你可要好好孝顺啊！,1,1
晚上睡觉终于嗓子不疼啦,0,0
包的很严实,0,0
准nima戈壁,1,0
93块钱5包，喝完来追评,0,0
物流还是这么给力，衣服也是一如既往的好，已经买了5件了，赞��,0,0
第一次发的眼镜有点小问题，跟店家说了一下，又给我补发了一副，谢谢质量很好，价格又不贵,0,0
话题被狗吃了,1,1
逗逼，早就开卖了好吧，现在都2800了。操蛋的小便。,1,1
你是不是活腻歪了挨骂还不够是吧还是说你还不满足不要着急我下一步就是打死迪丽热巴送来给你全家陪葬你满意不,1,1
内衣外观漂亮，穿着放心，内衣轻盈，颜色是老婆喜欢的，薄厚适中，里面设计的防滑效果好，聚拢效果也好,0,0
收到，已装，大气，服务也很周到,0,0
没有小口袋好吃,0,0
很喜欢水哥“求而不得，往往不求而得”这句话，开心，♡,0,0
纸收到了挺好的,0,0
死碧里去干一炮你还觉得自己无限光荣吗,1,1
一直喝三元奶，活动价便宜还给送到家，天猫超市就是这么方便，家里的日常用品包括米面油都在天猫超市买了,0,0
导电贴会掉，上边较软按按键会晃动，总体一般,0,0
包装漂亮，待品尝后再来追加评论,0,0
挺好的��非常喜欢这个手机壳，希望其她小伙伴购买��手机壳非常可爱��很喜欢��跟图片一样��,0,0
小编脑子有病，什么都是要钱的！LZ有钱还让你个S*B在这儿bb！,1,1
我们家鼠鼠一直用这个牌子的,0,0
尺码也很合适,0,0
每一件都棒棒哒,0,0
一给我力giao,0,0
衣服超级好看的,0,0
水杯的颜色是宝贝儿子选的，说好开学用，等不及了，每天去上篮球课都要带着，喜欢的不得了，杯子颜色清爽，304钢的,0,0
带了手套洗东西也方便,0,0
真的假的，你敢拿你的家人发毒誓吗？骗子托就出门被车撞死,1,1
昨天就用了，有了充电宝出门就方便,0,0
擦泥马，就凭你们打电话的口气是想解决问题！腊鸡！,1,1
腊鸡的很,1,1
收到啦~东西很好，快递很完整，客服态度也超级好~很满意哦,0,0
今天已收到就迫不及待的打开来看，质量真的比我想象的好，马上就洗了，下午干马上穿上去,0,0
永远不要相信网上描述的，拿到货后你会被惊讶死，唉,0,0
黑心卖家、出门撞死,1,1
还好，主要是薄,0,0
啥比！你有QQ么！粉粉太卡我烦！,1,1
sf，剑逼，,1,1
买个狗笼子这么大的脾气，nima的，笼子是买给自己的吧，人家态度那么好，你逼逼逼的,1,1
这幅德性的女流怎么会当选上台湾总统呢？要三思。,1,1
真他码的日,1,1
除了厚没其他毛病,0,0
丢丢丢疯子你个死喷子，妈卖批的，不是很爱去别人直播间瞎逼逼吗？？,1,1
腻码的托,1,0
nima个，，逼,1,1
嗯，很自然,0,0
正版的，纸张印刷都很好,0,0
笑私了，你，做鸡表子欠操，这些挂嘴边，要牭啊？你就是有一颗站台的心，可惜你爸把你的狗腿打断了,1,1
我看见同事买的挺好，她说穿着挺舒服，我正好也需要买，所以立马和她要来链接，买了一套，快递回来，收到货，果然不出我所料，中腰裤穿着也舒服，二十几块钱买五条内裤，快递速度也挺快，客服也是有问必答，以后买内衣就是你家了,0,0
终于到了,0,0
主播推荐买的,0,0
工艺很好，��,0,0
鞋子很休闲哦，尺寸也刚刚好，这不马上又下单了,0,0
苟日德抢购，抢nima嘛逼,1,1
这个米真的不怎么样，因为便宜吧，下次还是要买贵一点的,0,0
忘评价了,0,0
包装及质量都很好,0,0
韩国就艺人多，离开中国估计饿死一半人。,1,1
……狗零食永远会被猫偷吃完,0,1
商家发错鞋子，找他，直接不回复，太不负责了,0,0
这是第二次购买了，本人感觉很不错，保湿效果不错，用于不用明显不同，还送了好多赠品,0,0
这鱼钩确实吊,0,0
广东小外就是拉圾，就连突破助功都不会，三分也不行赶快把他叫回他老家去，不要丢人现眼，太差了;朱总快点把他抄了,1,1
显瘦，适合我家的胖宝,0,0
质量很好很厚实,0,0
宝贝特别喜欢，没有太大的味道，总体特别满意,0,0
你说谁呢？跟你有毛关系啊你搭鸡：吧什么话！,1,1
今晚淹上，明天烤个鸡翅试试��,0,1
this，is，what，i，want，not，bad，cool，so,0,0
临保产品,0,0
我是代理怎么了。我光明正大就不怕你说。不像你双开个号还装2人。我就是代理我就帮大姗姗说话管你屁事逤B,1,1
不能用！账号异常擦骗子，联系卖家还没人理！擦擦擦擦擦擦,1,0
✨✨✨这里是FM3079250✨✨✨欢迎新进来的小耳朵，二逤资在这里给你请安了~来我们看看我们直播间的注意事项：?①...,1,1
已经装上了，对摄像头的孔位略有困难，其他很棒,0,0
很好����超值,0,0
趁活动赶紧囤点,0,0
什么狗庇一汽，还冠名中国一汽，丢人现眼，一辆国产好车也造不出来，几十年了净给鬼子打工！,1,1
作为实验桌，就是装起来稍微麻烦一点，但是很结实，也蛮好看,0,0
气球收到了，用了再说,0,0
有一半左右坏了，但价格便宜,0,0
用上了,0,0
第二次在春色家订花了，春色从来就没让我失望过，出品简直可以说惊喜，真的太漂亮了，选材好不说，春色家花艺师的搭配和审美还有手工都让我非常满意，婚礼使用起来非常有档次，而且掌柜的还超细心帮我做了小标注，还有备用的材料，满满的感动呀，满分,0,0
真的不是吹得，免费赠送的体恤也超级好看，真的应该给个好评，下次还来这里买��,0,0
都不记得我了，那我也无所谓了。去nima的友谊。,1,1
刚到，用了一次，用久一点才知道效果,0,0
描述是500克／个，收到包装是450克／个，+-50克，实际天平称量平均每个400克，差别太大，和客服联系没有回复，所以差评,0,0
上次给老公买了一件了，他还要一件说要换着穿，他很喜欢这个款式，我也觉得很不错,0,0
装上去老帅了，必须推荐,0,0
洗第一到晾干了也有味道，用洗衣液泡了一个晚上，还是有少许臭味，像油漆味，照顾你家很久了，第一次这么失望,0,0
一样的好,0,0
大爱～味道美美哒,0,0
物美价廉的裙子��,0,0
屌丝车,1,0
安装好啦，根本看不出来是换过的,0,0
逤x，难看_,1,0
心机表,1,0
黄大逤zz,1,0
布料舒服柔软，夏天穿凉爽透气，款式很百搭，穿上总体来说蛮减龄哒,0,0
不清楚真假,0,0
宝贝刚刚收到，包头巾洗了下，感觉吸水效果很好，是一次愉快的购物,0,0
@阡陌因为你们是阴沟里的废物，见光死的杂碎,1,1
洗了不掉色，不缩水样子好看，非常喜欢的一款,0,0
会再来,0,0
1.说一下味道，轻微的橡胶味，这种材质的应该放一放能好一些.，2.是看着弟弟家的孩子买了费雪的拉拉球，结果没想到我买的比他的明显小了一圈，型号太多，搞不清楚还有这种大小之分，还好我家宝宝小，用着也没问题，但是这个边缝真的是切割的不敢恭维，有点对不起费雪这个牌子，我用消毒棉片擦拭了一下，擦下了粘在球体上的多余胶，宝宝要是吃进肚子里就不好了，希望以后还是把细节做好一点，毕竟是给小宝宝用的,0,0
非常满意的，脚很舒服，最适合跳舞穿，多次买了,0,0
我这么和你说吧我抽烟我弹烟灰的时候会在乎烟灰怎么想吗？你不就是那烟灰吗？你不是有病吗真的你这样其实我挺可怜你的可能我说的话有点过分先别管车是不是我的你nb你也找个458照去啊？所以兄弟等你有机会碰触这个层次再说话好吗？low逼？,1,1
辣鸡玩亿儿,1,1
真厉害！六岁就会强奸！这孩子咋培养的哪！印度的胎教可能都是这种龌蹉的事！,1,1
楼主啥比一个,1,1
灯收到了，跟我想象中的一样漂亮大气，非常适合我家的装修风格，赞,0,0
为什么不拿一个袋子装，核桃还可以,0,0
很吸汗,0,0
料子透气性好，老爸喜欢,0,0
但是包装不咋地，洗头膏都撒出来了，弄得到处都是,0,0
衣服好喜欢，看了好几遍了，终于下手买了，以后还会光顾的值得信赖的商家，自己,0,0
擦，前几天在天猫买了东西，申请退货退款，店家不给退，我申请维权没想到淘宝客服说我维权过度了。呵呵，商品本身存在质量问题还不能退货退款，当时我还没确定收货，等我申诉回来就强制交易成功了，真特码不要月佥的淘宝天猫网。,1,0
茶杯还可以，只是那个挡茶叶的那里面盖子小了点，不放平的话很容易掉下去了，整个掉到下面去了,0,0
手工好，合身,0,0
现在买了囤货，在这家买了很多了,0,0
"我在淘宝买了这么多年，所谓看过""女干""商无数，老板你实在是太好了，你的高尚情操太让人感动了，卖",0,0
红包，谁沱码不是小祖宗？,1,1
